id,name,quantity,unit,price,clubcard_price,price_diff,reduction_percent
1395,Tesco 2 Lemon & Pepper Sea Bass Fillets 200G,200.0,g,4.5,4.0,0.5,11.1
482,Freshlay Golden Yolks Free Range Eggs,10.0,pack,4.1,3.65,0.44999999999999973,11.0
209,Tesco Mini Chicken Fillets,650.0,gram,5.0,4.45,0.5499999999999998,11.0
520,Purely Organic Eggs Mixed Weight 10 Pack,10.0,units,4.6,4.1,0.5,10.9
184,Tesco Wensleydale Cranberry Cheese 200 G,200.0,g,2.8,2.5,0.2999999999999998,10.7
549,Tesco Wensleydale & Apricot Cheese,200.0,g,2.8,2.5,0.2999999999999998,10.7
553,Tesco Finest Cooked Jumbo King Prawns,150.0,g,4.2,3.75,0.4500000000000002,10.7
1950,Charlie Bigham's Fish Pie,655.0,g,9.5,8.5,1.0,10.5
1684,Tesco Finest 2 Wild Caught Sockeye Salmon Fillets 230G,230.0,g,8.9,8.0,0.9000000000000004,10.1
1055,Tesco Finest Spanish Spicy Chorizo Ring,225.0,g,2.5,2.25,0.25,10.0
211,St.Ewe Rich Yolk Free Range Eggs,6.0,pack,2.5,2.25,0.25,10.0
1556,Tesco Finest Raspberry and Peach Bellini Trifle,780.0,g,10.0,9.0,1.0,10.0
436,St Ewe Super Eggs,6.0,pack,2.5,2.25,0.25,10.0
44,Tesco Organic Fair Trade Bananas 5 Pack,5.0,each,1.5,1.35,0.1499999999999999,10.0
1713,Tesco Finest Jumbo King Prawn Cocktail,430.0,g,8.0,7.2,0.7999999999999998,10.0
